Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
NP15 9TA,Yes,51.71209,-2.91778,336686,201883,SO366018,"Llanbadoc","Llanbadoc",2012-03-01,,24,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001560,"Monmouthshire 006C"
NP15 9ZZ,Yes,51.71209,-2.91778,336686,201883,SO366018,"Llanbadoc","Llanbadoc",2016-03-01,,24,Wales,2021-05-21,"Imputed by ONS by reference to surrounding postcode grid references",W01001560,"Monmouthshire 006C"
NP16 5AA,Yes,51.629112,-2.673027,353511,192470,ST535924,"St. Christopher's","Chepstow",1999-06-01,,54,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AB,Yes,51.629167,-2.674386,353417,192477,ST534924,"St. Christopher's","Chepstow",1999-06-01,,56,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AD,Yes,51.627771,-2.674842,353384,192322,ST533923,"St. Christopher's","Chepstow",1999-06-01,,53,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AE,Yes,51.630483,-2.675388,353349,192624,ST533926,"St. Christopher's","Chepstow",1999-06-01,,61,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AF,Yes,51.629473,-2.675821,353318,192512,ST533925,"St. Christopher's","Chepstow",1999-06-01,,58,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AG,Yes,51.628689,-2.6762,353291,192425,ST532924,"St. Christopher's","Chepstow",1999-06-01,,56,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AH,Yes,51.628982,-2.678356,353142,192459,ST531924,"St. Christopher's","Chepstow",1999-06-01,,61,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AJ,Yes,51.629988,-2.680076,353024,192572,ST530925,"St. Christopher's","Chepstow",1999-06-01,,66,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AL,Yes,51.630587,-2.679233,353083,192638,ST530926,"St. Christopher's","Chepstow",1999-06-01,,65,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AN,Yes,51.630389,-2.677655,353192,192615,ST531926,"St. Christopher's","Chepstow",1999-06-01,,64,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AP,Yes,51.630032,-2.678719,353118,192576,ST531925,"St. Christopher's","Chepstow",1999-06-01,,64,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AQ,Yes,51.629672,-2.677168,353225,192535,ST532925,"St. Christopher's","Chepstow",1999-06-01,,60,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001584,"Monmouthshire 008B"
NP16 5AR,Yes,51.627436,-2.673904,353449,192284,ST534922,"Thornwell","Chepstow",1999-06-01,,52,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001593,"Monmouthshire 008E"
NP16 5AS,Yes,51.628081,-2.672671,353535,192355,ST535923,"Thornwell","Chepstow",1999-06-01,,51,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001592,"Monmouthshire 008D"
NP16 5AT,Yes,51.640917,-2.680905,352978,193788,ST529937,"St. Kingsmark","Chepstow",1999-06-01,,62,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5AU,Yes,51.641186,-2.684088,352758,193820,ST527938,"St. Kingsmark","Chepstow",1999-06-01,,81,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001585,"Monmouthshire 007C"
NP16 5AW,Yes,51.639986,-2.681671,352924,193685,ST529936,"St. Kingsmark","Chepstow",1999-06-01,,76,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5AX,Yes,51.63969,-2.673791,353469,193647,ST534936,"St. Mary's","Chepstow",1999-06-01,,40,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5AY,Yes,51.639563,-2.684974,352695,193640,ST526936,"St. Kingsmark","Chepstow",1999-12-01,,98,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5AZ,Yes,51.640728,-2.687159,352545,193771,ST525937,"St. Kingsmark","Chepstow",1999-06-01,,102,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001585,"Monmouthshire 007C"
NP16 5BA,Yes,51.636177,-2.684215,352744,193263,ST527932,"Larkfield","Chepstow",1999-06-01,,88,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5BB,Yes,51.633863,-2.686686,352571,193007,ST525930,"St. Kingsmark","Chepstow",1999-06-01,,79,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5BD,Yes,51.63478,-2.683312,352805,193107,ST528931,"Larkfield","Chepstow",1999-06-01,,83,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001559,"Monmouthshire 008A"
NP16 5BE,Yes,51.633654,-2.680565,352994,192980,ST529929,"Larkfield","Chepstow",1999-06-01,,77,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001559,"Monmouthshire 008A"
NP16 5BG,Yes,51.633442,-2.686333,352595,192960,ST525929,"Shirenewton","Mathern",1999-06-01,,78,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001590,"Monmouthshire 009D"
NP16 5BH,Yes,51.634083,-2.679782,353049,193027,ST530930,"Larkfield","Chepstow",1999-06-01,,77,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001559,"Monmouthshire 008A"
NP16 5BJ,Yes,51.636733,-2.685957,352624,193326,ST526933,"Larkfield","Chepstow",1999-06-01,,90,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5BL,Yes,51.639018,-2.684315,352740,193579,ST527935,"Larkfield","Chepstow",1999-06-01,,97,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5BN,Yes,51.6389,-2.68453,352725,193566,ST527935,"Larkfield","Chepstow",1999-06-01,,98,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5BP,Yes,51.64053,-2.684107,352756,193747,ST527937,"St. Kingsmark","Chepstow",1999-06-01,,89,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5BQ,Yes,51.633599,-2.682283,352875,192975,ST528929,"Larkfield","Chepstow",1999-06-01,,78,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001559,"Monmouthshire 008A"
NP16 5BR,Yes,51.639842,-2.682123,352893,193669,ST528936,"St. Kingsmark","Chepstow",1999-06-01,,82,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5BS,Yes,51.639661,-2.680776,352986,193648,ST529936,"St. Mary's","Chepstow",1999-06-01,,75,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5BT,Yes,51.636336,-2.684708,352710,193281,ST527932,"Larkfield","Chepstow",1999-06-01,,88,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5BU,Yes,51.632605,-2.681488,352929,192864,ST529928,"Larkfield","Chepstow",1999-06-01,,72,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001559,"Monmouthshire 008A"
NP16 5BW,Yes,51.632947,-2.683039,352822,192903,ST528929,"Larkfield","Chepstow",1999-06-01,,75,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001559,"Monmouthshire 008A"
NP16 5BX,Yes,51.631657,-2.682254,352875,192759,ST528927,"Larkfield","Chepstow",1999-06-01,,69,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001559,"Monmouthshire 008A"
NP16 5BY,Yes,51.640161,-2.67952,353073,193703,ST530937,"St. Kingsmark","Chepstow",1999-06-01,,62,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5BZ,Yes,51.640134,-2.674737,353404,193697,ST534936,"St. Mary's","Chepstow",1999-06-01,,42,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DA,Yes,51.640598,-2.677365,353223,193750,ST532937,"St. Mary's","Chepstow",1999-06-01,,48,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DB,Yes,51.640716,-2.676769,353264,193763,ST532937,"St. Mary's","Chepstow",1999-06-01,,46,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DD,Yes,51.640316,-2.677471,353215,193719,ST532937,"St. Mary's","Chepstow",1999-06-01,,49,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DE,Yes,51.64018,-2.6777,353199,193704,ST531937,"St. Mary's","Chepstow",1999-06-01,,51,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DF,Yes,51.640035,-2.677972,353180,193688,ST531936,"St. Mary's","Chepstow",1999-06-01,,53,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DG,Yes,51.639818,-2.678143,353168,193664,ST531936,"St. Mary's","Chepstow",1999-06-01,,55,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DH,Yes,51.6408,-2.677825,353191,193773,ST531937,"St. Mary's","Chepstow",1999-06-01,,49,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DJ,Yes,51.639194,-2.677122,353238,193594,ST532935,"St. Mary's","Chepstow",1999-06-01,,52,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DL,Yes,51.639,-2.674937,353389,193571,ST533935,"St. Mary's","Chepstow",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DN,Yes,51.6382,-2.674983,353385,193482,ST533934,"St. Mary's","Chepstow",1999-06-01,,38,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DP,Yes,51.638311,-2.672889,353530,193493,ST535934,"St. Mary's","Chepstow",1999-06-01,,32,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DQ,Yes,51.635955,-2.674796,353396,193232,ST533932,"St. Mary's","Chepstow",1999-06-01,,50,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DR,Yes,51.638622,-2.676535,353278,193530,ST532935,"St. Mary's","Chepstow",1999-06-01,,45,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DS,Yes,51.637905,-2.676178,353302,193450,ST533934,"St. Mary's","Chepstow",1999-06-01,,44,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DT,Yes,51.637457,-2.676307,353293,193400,ST532934,"St. Mary's","Chepstow",1999-06-01,,47,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DU,Yes,51.637633,-2.676931,353250,193420,ST532934,"Larkfield","Chepstow",1999-06-01,,53,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001559,"Monmouthshire 008A"
NP16 5DW,Yes,51.636726,-2.675068,353378,193318,ST533933,"St. Mary's","Chepstow",1999-06-01,,46,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DX,Yes,51.638039,-2.673512,353487,193463,ST534934,"St. Mary's","Chepstow",1999-06-01,,32,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DY,Yes,51.636335,-2.673958,353454,193274,ST534932,"St. Mary's","Chepstow",1999-06-01,,36,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5DZ,Yes,51.635217,-2.671442,353627,193148,ST536931,"St. Mary's","Chepstow",1999-06-01,,28,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EA,Yes,51.63616,-2.673204,353506,193254,ST535932,"St. Mary's","Chepstow",1999-06-01,,32,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EB,Yes,51.637598,-2.673298,353501,193414,ST535934,"St. Mary's","Chepstow",1999-06-01,,29,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5ED,Yes,51.639075,-2.676403,353288,193580,ST532935,"St. Mary's","Chepstow",1999-06-01,,48,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EE,Yes,51.637603,-2.674078,353447,193415,ST534934,"St. Mary's","Chepstow",1999-06-01,,32,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EF,Yes,51.63974,-2.676017,353315,193654,ST533936,"St. Mary's","Chepstow",1999-06-01,,46,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EG,Yes,51.638425,-2.684306,352740,193513,ST527935,"Larkfield","Chepstow",1999-06-01,,97,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5EH,Yes,51.63758,-2.684149,352750,193419,ST527934,"Larkfield","Chepstow",1999-06-01,,93,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001586,"Monmouthshire 007D"
NP16 5EJ,Yes,51.642106,-2.675908,353325,193917,ST533939,"St. Mary's","Chepstow",1999-06-01,,38,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EL,Yes,51.641339,-2.676301,353297,193832,ST532938,"St. Mary's","Chepstow",1999-06-01,,43,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EN,Yes,51.641911,-2.675622,353345,193895,ST533938,"St. Mary's","Chepstow",1999-06-01,,38,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EP,Yes,51.642335,-2.675102,353381,193942,ST533939,"St. Mary's","Chepstow",1999-06-01,,33,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EQ,Yes,51.643271,-2.673468,353495,194045,ST534940,"St. Mary's","Chepstow",1999-06-01,,21,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5ER,Yes,51.642745,-2.674579,353418,193987,ST534939,"St. Mary's","Chepstow",1999-06-01,,29,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5ES,Yes,51.643068,-2.674347,353434,194023,ST534940,"St. Mary's","Chepstow",1999-06-01,,25,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5ET,Yes,51.642673,-2.674225,353442,193979,ST534939,"St. Mary's","Chepstow",1999-06-01,,28,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EU,Yes,51.642279,-2.673988,353458,193935,ST534939,"St. Mary's","Chepstow",1999-06-01,,28,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
NP16 5EW,Yes,51.642613,-2.673719,353477,193972,ST534939,"St. Mary's","Chepstow",1999-06-01,,26,Wales,2021-05-21,"Within the building of the matched address closest to the postcode mean",W01001587,"Monmouthshire 008C"
